duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,num_failed_logins,logged_in,label,is_attack
6.44,icmp,smtp,SF,288,1452,2,3,0.106,1.0,0,1,normal,0
0.0,tcp,telnet,SF,637,0,2,1,0.072,0.934,0,1,normal,0
0.0,icmp,http,SF,889,1023,2,4,0.108,0.827,0,1,normal,0
22.91,tcp,ssh,SF,671,1290,5,1,0.0,0.74,0,1,normal,0
23.27,tcp,telnet,SF,641,1199,6,9,0.0,0.874,0,1,normal,0
45.29,tcp,ssh,SF,272,148,8,5,0.047,0.978,0,1,normal,0
1.43,tcp,http,S0,96,6,458,310,0.985,1.0,0,0,dos,1
7.98,tcp,smtp,SF,349,854,8,3,0.0,1.0,0,1,normal,0
85.72,udp,ssh,SF,222,1752,6,8,0.0,0.841,0,1,normal,0
10.11,tcp,other,SF,0,1351,3,5,0.147,0.835,0,1,normal,0
1.73,tcp,other,SF,587,1357,8,2,0.079,0.857,0,1,normal,0
101.95,tcp,other,RSTR,310,983,7,5,0.0,0.857,0,1,normal,0
28.75,tcp,ftp,S0,0,839,3,5,0.01,1.0,0,1,normal,0
0.0,tcp,pop3,SF,402,1143,2,6,0.046,0.848,0,1,normal,0
62.75,tcp,ftp,SF,594,1270,7,1,0.068,0.839,0,1,normal,0
47.16,tcp,ssh,SF,684,1485,7,6,0.088,1.0,0,1,normal,0
69.53,tcp,ftp,SF,528,1822,8,3,0.004,0.659,0,1,normal,0
0.0,tcp,ssh,SF,1367,569,7,9,0.042,0.615,0,1,normal,0
48.18,tcp,http,SF,634,561,1,1,0.0,0.839,0,1,normal,0
71.47,tcp,ssh,SF,323,1240,4,3,0.0,0.938,0,1,normal,0
69.76,tcp,other,SF,26,568,7,4,0.0,1.0,0,1,normal,0
72.61,udp,pop3,SF,551,621,9,7,0.073,0.857,0,1,normal,0
0.0,tcp,ssh,SF,955,548,8,7,0.0,0.897,0,1,normal,0
0.0,udp,ssh,RSTR,91,0,346,202,0.872,0.963,0,0,dos,1
7.22,tcp,ssh,SF,360,1044,9,2,0.003,0.988,0,1,normal,0
26.15,tcp,pop3,SF,448,1560,4,2,0.048,0.755,0,1,normal,0
78.94,udp,http,SF,0,557,6,4,0.065,0.892,0,1,normal,0
27.87,udp,http,SF,0,687,5,8,0.0,0.929,0,1,normal,0
0.0,tcp,ssh,S0,0,0,332,397,0.897,0.958,0,0,dos,1
51.87,udp,pop3,REJ,432,1206,8,7,0.09,0.711,0,1,normal,0
121.31,tcp,ftp,REJ,0,516,7,9,0.018,0.764,0,1,normal,0
3.07,tcp,telnet,S0,11,0,39,9,0.186,0.128,0,0,probe,1
51.46,tcp,pop3,S0,443,467,3,9,0.0,0.847,0,1,normal,0
116.39,tcp,ftp,SF,342,1371,2,3,0.044,0.818,0,1,normal,0
25.8,tcp,ftp,REJ,583,1343,9,4,0.0,0.953,0,1,normal,0
18.64,tcp,telnet,SF,172,584,8,2,0.175,0.705,3,0,r2l,1
58.26,tcp,ftp,SF,265,149,8,5,0.0,0.95,0,1,normal,0
59.72,udp,ftp,SF,267,1289,8,9,0.0,0.939,0,1,normal,0
0.0,tcp,smtp,SF,779,1166,7,3,0.0,0.819,0,1,normal,0
0.0,tcp,ftp,SF,574,356,5,8,0.076,0.801,0,1,normal,0
22.1,tcp,ssh,SF,1037,1570,5,8,0.0,0.912,0,1,normal,0
11.3,udp,other,SF,454,1529,9,1,0.0,1.0,0,1,normal,0
55.67,tcp,ftp,SF,839,66,4,8,0.079,0.939,0,1,normal,0
40.72,tcp,other,SF,647,573,4,9,0.017,1.0,0,1,normal,0
58.57,tcp,dns,SF,435,1417,4,8,0.077,0.857,0,1,normal,0
70.37,udp,smtp,S0,474,1587,9,1,0.0,0.966,0,1,normal,0
0.5,tcp,other,S0,63,0,316,376,1.0,1.0,0,0,dos,1
2.57,tcp,ftp,S0,76,0,307,121,0.734,0.97,0,0,dos,1
13.55,udp,http,SF,896,186,1,2,0.054,0.703,0,1,u2r,1
70.75,tcp,smtp,SF,190,844,4,1,0.036,0.931,0,1,normal,0
85.87,tcp,ssh,SF,60,1483,3,3,0.0,0.977,0,1,normal,0
63.77,tcp,other,SF,216,1790,3,7,0.059,0.989,0,1,normal,0
0.08,tcp,telnet,S0,25,4,27,12,0.74,0.375,0,0,probe,1
51.82,tcp,smtp,SF,893,1600,9,4,0.039,0.748,0,1,normal,0
74.7,tcp,dns,SF,537,1393,3,3,0.0,0.821,0,1,normal,0
72.2,tcp,pop3,SF,927,541,2,9,0.04,0.83,0,1,normal,0
1.75,tcp,ftp,REJ,17,0,489,313,1.0,1.0,0,0,dos,1
1.54,udp,telnet,REJ,52,1,447,472,0.926,0.874,0,0,dos,1
0.0,icmp,smtp,S0,0,2,321,143,0.829,0.984,0,0,dos,1
49.16,tcp,ftp,SF,435,308,1,3,0.052,0.866,0,1,normal,0
93.83,tcp,telnet,SF,97,1431,5,9,0.0,1.0,0,1,normal,0
0.0,udp,http,S0,24,0,45,17,0.505,0.274,0,0,probe,1
49.42,tcp,dns,RSTR,0,910,6,2,0.028,0.964,0,1,normal,0
89.82,tcp,ftp,SF,176,915,4,6,0.022,0.9,0,1,normal,0
12.4,udp,http,SF,143,193,9,2,0.0,0.78,0,1,normal,0
45.88,tcp,pop3,SF,0,290,7,9,0.0,0.888,0,1,normal,0
2.8,tcp,ssh,RSTR,67,7,348,431,1.0,0.973,0,0,dos,1
0.0,icmp,telnet,SF,535,0,8,5,0.0,0.895,0,1,normal,0
0.96,tcp,telnet,RSTR,84,0,292,455,0.903,0.868,0,0,dos,1
3.7,tcp,ssh,S0,14,0,227,353,0.834,0.948,0,0,dos,1
47.94,tcp,smtp,RSTR,681,1600,7,1,0.0,0.774,0,1,normal,0
72.53,icmp,telnet,SF,668,1657,3,7,0.0,0.892,0,1,normal,0
0.0,tcp,pop3,SF,489,1392,1,9,0.0,0.86,0,1,normal,0
69.79,tcp,http,SF,898,759,9,6,0.085,0.713,0,1,normal,0
50.83,udp,ftp,SF,368,1203,8,5,0.032,1.0,0,1,normal,0
4.49,tcp,other,REJ,31,0,23,12,0.377,0.033,0,0,probe,1
20.08,tcp,ftp,S0,584,983,1,4,0.0,0.905,0,1,normal,0
56.59,tcp,ssh,SF,406,244,2,8,0.123,0.749,0,1,normal,0
4.79,tcp,smtp,S0,44,3,461,326,0.8,0.951,0,0,dos,1
6.66,tcp,other,REJ,10,1,27,13,0.573,0.339,0,0,probe,1
0.0,udp,pop3,SF,288,698,1,9,0.104,0.897,0,1,normal,0
13.85,udp,ftp,SF,207,0,4,5,0.054,0.935,0,1,normal,0
11.88,icmp,http,SF,536,843,4,6,0.11,1.0,0,1,normal,0
59.22,udp,pop3,S0,538,1366,3,7,0.066,0.864,0,1,normal,0
0.0,tcp,telnet,SF,426,582,5,5,0.0,0.731,0,1,normal,0
65.72,tcp,ssh,SF,452,588,5,7,0.0,0.933,0,1,normal,0
22.59,udp,ftp,SF,101,1900,9,1,0.028,0.861,0,1,normal,0
5.04,icmp,telnet,SF,484,909,5,6,0.046,1.0,0,1,normal,0
39.53,tcp,ftp,SF,692,1573,2,8,0.008,0.937,0,1,normal,0
0.0,tcp,ftp,SF,195,0,2,9,0.058,0.921,0,1,normal,0
6.95,tcp,telnet,S0,0,1200,2,4,0.056,0.719,0,1,normal,0
190.51,tcp,dns,SF,329,0,5,1,0.088,1.0,0,1,normal,0
70.47,tcp,pop3,SF,553,884,2,3,0.028,1.0,0,1,normal,0
22.79,tcp,ssh,S0,123,333,10,2,0.205,0.484,1,1,r2l,1
56.27,tcp,smtp,SF,923,1774,3,2,0.025,0.933,0,1,normal,0
41.95,tcp,dns,SF,807,1303,9,5,0.032,0.926,0,1,normal,0
63.87,udp,ftp,RSTR,799,1621,6,5,0.005,0.791,0,1,normal,0
0.0,tcp,pop3,S0,89,0,399,249,0.919,0.893,0,0,dos,1
46.03,tcp,telnet,SF,816,1649,7,6,0.092,0.871,0,1,normal,0
57.3,udp,ssh,SF,263,440,1,2,0.022,1.0,0,1,normal,0
2.19,tcp,other,REJ,93,8,489,285,0.699,0.958,0,0,dos,1
37.58,tcp,ssh,SF,765,8,9,8,0.0,0.989,0,1,normal,0
72.89,tcp,other,SF,0,553,8,6,0.036,0.954,0,1,normal,0
30.32,udp,http,SF,194,1528,3,5,0.0,1.0,0,1,normal,0
118.6,tcp,ftp,SF,1514,180,3,4,0.108,1.0,1,1,u2r,1
2.22,tcp,http,S0,55,2,264,129,0.892,0.99,0,0,dos,1
32.46,tcp,other,SF,807,1012,9,9,0.001,0.927,0,1,normal,0
0.03,tcp,other,S0,0,0,465,319,0.937,1.0,0,0,dos,1
0.0,tcp,pop3,S0,94,2,311,300,1.0,0.938,0,0,dos,1
6.4,udp,other,SF,874,721,4,3,0.022,1.0,0,1,normal,0
74.02,udp,dns,SF,296,432,5,6,0.103,0.845,0,1,normal,0
78.2,tcp,other,SF,171,868,3,5,0.054,0.964,0,1,normal,0
68.34,tcp,pop3,SF,526,1105,3,2,0.109,0.845,0,1,normal,0
48.23,tcp,smtp,SF,520,1121,1,2,0.027,0.798,0,1,normal,0
0.0,icmp,other,S0,42,8,324,309,0.799,0.969,0,0,dos,1
13.06,tcp,ssh,SF,225,652,8,4,0.0,0.915,0,1,normal,0
99.41,tcp,ssh,SF,792,951,6,4,0.02,0.827,0,1,normal,0
0.0,tcp,ftp,SF,370,1709,5,4,0.0,0.857,0,1,normal,0
0.0,icmp,pop3,REJ,0,912,3,8,0.118,0.792,0,1,normal,0
0.0,udp,smtp,RSTO,421,1577,8,9,0.0,0.897,0,1,normal,0
29.7,udp,telnet,SF,742,630,2,5,0.0,0.946,0,1,normal,0
14.0,tcp,other,SF,791,0,5,5,0.047,0.799,0,1,normal,0
28.97,tcp,other,SF,449,849,7,4,0.012,0.93,0,1,normal,0
77.78,tcp,ftp,SF,519,1738,1,6,0.0,0.899,0,1,normal,0
0.0,tcp,ssh,S0,52,1,383,244,0.887,0.923,0,0,dos,1
56.48,tcp,smtp,SF,691,1409,4,6,0.106,0.977,0,1,normal,0
0.0,tcp,ftp,SF,79,1090,1,5,0.06,1.0,0,1,normal,0
26.37,tcp,pop3,SF,556,0,6,9,0.0,0.917,0,1,normal,0
43.35,tcp,other,SF,85,1572,8,7,0.053,0.822,0,1,normal,0
100.0,tcp,ftp,SF,302,936,1,8,0.023,0.801,0,1,normal,0
37.99,tcp,smtp,SF,491,0,6,1,0.0,0.831,0,1,normal,0
22.69,tcp,dns,SF,750,902,2,8,0.131,0.912,0,1,normal,0
5.87,tcp,ftp,SF,254,405,1,3,0.243,0.582,2,1,r2l,1
114.65,tcp,ftp,SF,115,2088,1,7,0.036,0.868,0,1,normal,0
1.25,tcp,ssh,RSTR,37,3,223,468,0.778,0.971,0,0,dos,1
66.55,tcp,dns,SF,522,1259,2,7,0.101,0.927,0,1,normal,0
29.41,tcp,smtp,S0,261,274,1,6,0.01,0.908,0,1,normal,0
67.91,tcp,dns,SF,774,0,8,2,0.0,1.0,0,1,normal,0
13.73,tcp,pop3,SF,254,617,14,2,0.124,0.692,2,0,r2l,1
48.22,udp,http,SF,437,1842,1,6,0.117,0.717,0,1,normal,0
1.08,tcp,other,S0,47,2,332,470,0.788,0.998,0,0,dos,1
67.85,tcp,smtp,SF,0,834,2,5,0.0,1.0,0,1,normal,0
0.0,tcp,ssh,S0,114,0,507,290,0.794,0.941,0,0,dos,1
84.3,tcp,ftp,SF,399,0,3,2,0.043,0.708,0,1,u2r,1
0.49,tcp,ftp,S0,15,0,62,13,0.793,0.084,0,0,probe,1
48.6,udp,http,SF,555,299,1,9,0.0,1.0,0,1,normal,0
1.48,tcp,http,S0,100,0,156,108,0.996,0.864,0,0,dos,1
58.64,tcp,http,SF,252,1100,7,3,0.002,0.879,0,1,normal,0
4.13,tcp,ssh,SF,647,739,1,6,0.018,0.979,0,1,normal,0
80.26,tcp,other,SF,167,1510,5,2,0.027,1.0,0,1,normal,0
0.0,tcp,telnet,SF,1275,252,4,6,0.012,0.953,0,1,normal,0
0.0,tcp,smtp,SF,997,522,9,1,0.0,1.0,0,1,normal,0
85.44,tcp,http,REJ,947,222,6,5,0.07,0.804,0,1,normal,0
75.87,icmp,ssh,SF,514,575,4,4,0.049,1.0,0,1,normal,0
93.86,tcp,http,SF,883,1224,5,3,0.0,0.722,0,1,normal,0
44.26,tcp,telnet,SF,0,1124,7,3,0.036,0.847,0,1,normal,0
1.36,tcp,dns,RSTR,71,3,390,445,0.985,0.94,0,0,dos,1
0.0,tcp,http,RSTR,73,0,439,259,0.953,0.971,0,0,dos,1
2.5,tcp,smtp,S0,57,6,279,405,0.913,0.948,0,0,dos,1
2.4,tcp,other,REJ,109,0,323,188,0.939,0.997,0,0,dos,1
0.0,tcp,pop3,REJ,579,311,1,3,0.009,1.0,0,1,normal,0
122.39,tcp,other,SF,639,988,6,8,0.0,1.0,0,1,normal,0
69.79,udp,other,SF,56,1650,8,5,0.0,0.961,0,1,normal,0
6.44,tcp,http,SF,583,1861,3,8,0.0,1.0,0,1,normal,0
79.42,tcp,http,SF,866,1405,2,7,0.078,0.952,0,1,normal,0
0.0,udp,dns,REJ,79,0,391,170,0.936,1.0,0,0,dos,1
44.14,tcp,pop3,SF,621,1575,9,4,0.0,0.863,0,1,normal,0
0.0,udp,smtp,S0,78,0,481,205,0.845,0.991,0,0,dos,1
33.08,tcp,other,SF,398,1166,7,7,0.0,0.991,0,1,normal,0
2.8,icmp,dns,S0,79,0,269,508,0.949,0.946,0,0,dos,1
118.8,udp,telnet,SF,366,1081,4,3,0.046,0.805,0,1,normal,0
0.86,tcp,dns,RSTR,39,3,258,208,0.997,0.88,0,0,dos,1
28.87,tcp,ftp,SF,13,0,1,2,0.041,0.845,0,1,normal,0
93.05,tcp,dns,SF,370,871,3,3,0.042,1.0,0,1,normal,0
58.41,icmp,pop3,SF,236,702,6,6,0.042,0.887,0,1,normal,0
81.86,tcp,ftp,REJ,763,560,8,7,0.065,0.791,0,1,normal,0
121.77,tcp,dns,SF,745,2145,6,1,0.029,0.757,0,1,normal,0
104.07,tcp,telnet,SF,280,373,5,7,0.0,0.912,0,1,normal,0
65.8,tcp,pop3,SF,822,1374,8,2,0.0,0.935,0,1,normal,0
0.0,tcp,dns,SF,23,0,27,2,0.0,0.354,0,0,probe,1
48.8,tcp,ssh,SF,375,2141,4,3,0.0,0.985,0,1,normal,0
83.91,tcp,ftp,RSTR,386,1212,6,9,0.0,1.0,0,1,normal,0
3.65,tcp,dns,S0,77,0,176,352,0.876,1.0,0,0,dos,1
53.59,tcp,pop3,SF,528,0,5,5,0.006,0.816,0,1,normal,0
1.05,tcp,http,REJ,29,4,192,341,1.0,0.929,0,0,dos,1
51.5,tcp,telnet,SF,807,375,3,6,0.104,0.83,0,1,normal,0
28.23,tcp,telnet,SF,713,964,6,4,0.032,0.788,0,1,normal,0
27.5,tcp,other,REJ,428,763,1,6,0.003,1.0,0,1,normal,0
23.18,tcp,smtp,SF,671,695,8,7,0.023,1.0,0,1,normal,0
96.56,tcp,http,SF,628,655,8,6,0.053,0.882,0,1,normal,0
2.86,tcp,other,REJ,25,0,460,167,1.0,0.93,0,0,dos,1
21.25,icmp,ssh,SF,726,627,8,2,0.031,0.922,0,1,normal,0
5.89,tcp,dns,SF,39,0,55,3,0.599,0.219,0,0,probe,1
103.07,tcp,ssh,SF,691,1160,8,6,0.018,0.788,0,1,normal,0
21.98,tcp,pop3,SF,377,432,1,5,0.0,0.949,0,1,normal,0
2.2,tcp,other,REJ,29,0,49,19,0.461,0.272,0,0,probe,1
1.45,tcp,other,SF,22,3,75,17,0.311,0.148,0,0,probe,1
63.85,tcp,other,SF,148,1596,8,3,0.009,0.781,0,1,normal,0
12.71,udp,telnet,SF,717,1624,3,8,0.0,1.0,0,1,normal,0
88.46,udp,pop3,SF,555,685,9,4,0.045,0.895,0,1,normal,0
34.18,tcp,ssh,SF,52,211,2,4,0.0,0.97,0,1,normal,0
0.03,tcp,ftp,S0,7,0,271,411,0.86,1.0,0,0,dos,1
0.0,tcp,pop3,REJ,439,839,9,4,0.008,0.924,0,1,normal,0
42.56,tcp,ftp,SF,483,1464,9,6,0.037,1.0,0,1,normal,0
14.06,udp,ftp,SF,372,97,4,7,0.003,0.81,0,1,normal,0
96.13,tcp,http,RSTR,264,1107,5,9,0.0,0.938,0,1,normal,0
68.9,tcp,smtp,SF,867,1564,8,4,0.0,0.881,0,1,normal,0
29.7,tcp,smtp,SF,623,619,2,5,0.04,0.863,0,1,normal,0
97.5,tcp,pop3,SF,603,1913,3,6,0.0,0.935,0,1,normal,0
130.15,udp,other,SF,1211,488,2,1,0.114,0.632,0,1,u2r,1
3.17,tcp,telnet,S0,11,1,74,11,0.547,0.075,0,0,probe,1
25.39,tcp,ftp,SF,703,666,3,7,0.059,0.984,0,1,normal,0
65.88,tcp,dns,SF,310,603,2,5,0.0,1.0,0,1,normal,0
0.03,tcp,other,S0,5,0,46,10,0.682,0.272,0,0,probe,1
4.73,tcp,http,REJ,33,2,25,16,0.663,0.15,0,0,probe,1
2.15,tcp,ssh,SF,0,1,50,13,0.21,0.075,0,0,probe,1
64.22,tcp,dns,SF,747,584,2,1,0.0,0.884,0,1,normal,0
21.82,udp,telnet,SF,643,1042,3,9,0.039,0.922,0,1,normal,0
0.0,tcp,pop3,RSTR,60,13,355,166,0.789,0.98,0,0,dos,1
97.48,tcp,http,S0,514,1289,9,2,0.014,0.952,0,1,normal,0
26.94,tcp,dns,SF,641,791,2,8,0.014,0.942,0,1,normal,0
65.03,tcp,other,S0,811,0,4,7,0.0,0.7,0,1,normal,0
26.17,tcp,other,SF,532,1077,5,8,0.085,0.894,0,1,normal,0
69.8,tcp,pop3,SF,258,1112,8,5,0.0,0.91,0,1,normal,0
98.17,tcp,smtp,SF,200,953,1,7,0.022,1.0,0,1,normal,0
77.44,tcp,other,SF,0,653,8,1,0.023,0.809,0,1,normal,0
0.0,icmp,telnet,SF,984,1593,2,3,0.006,0.929,0,1,normal,0
62.0,udp,smtp,SF,667,1796,7,1,0.0,0.896,0,1,normal,0
1.62,tcp,smtp,S0,43,0,66,13,0.842,0.207,0,0,probe,1
6.56,tcp,ftp,SF,320,1193,2,5,0.04,0.915,0,1,normal,0
28.26,tcp,telnet,SF,589,767,1,6,0.067,0.91,0,1,normal,0
122.51,tcp,dns,SF,67,628,1,5,0.0,0.885,0,1,normal,0
37.5,tcp,dns,REJ,369,927,9,2,0.035,0.895,0,1,normal,0
0.0,tcp,ftp,SF,667,1533,2,4,0.093,0.813,0,1,normal,0
34.49,tcp,http,RSTO,446,680,5,8,0.017,0.911,0,1,normal,0
0.02,tcp,dns,REJ,36,0,326,417,0.843,0.921,0,0,dos,1
63.17,tcp,ftp,SF,1305,312,2,9,0.0,0.998,0,1,normal,0
88.33,tcp,http,SF,1538,296,1,3,0.027,0.683,0,1,u2r,1
0.0,tcp,other,SF,413,1795,5,2,0.04,0.864,0,1,normal,0
64.82,tcp,ssh,SF,96,1287,5,5,0.0,0.997,0,1,normal,0
75.19,tcp,other,SF,949,1122,4,3,0.0,1.0,0,1,normal,0
65.85,udp,ftp,SF,236,1538,3,8,0.0,0.917,0,1,normal,0
0.0,tcp,pop3,SF,270,137,13,5,0.123,0.727,3,0,r2l,1
2.28,tcp,dns,REJ,41,0,290,401,0.701,0.966,0,0,dos,1
94.67,tcp,telnet,SF,411,1602,2,8,0.0,0.888,0,1,normal,0
0.0,tcp,telnet,SF,702,495,2,6,0.069,0.875,0,1,normal,0
121.23,tcp,telnet,SF,1278,251,2,4,0.024,0.816,1,1,u2r,1
109.07,tcp,ftp,SF,485,1582,1,6,0.096,0.929,0,1,normal,0
65.56,udp,pop3,SF,835,687,6,4,0.039,0.739,0,1,normal,0
61.97,tcp,other,SF,462,415,7,6,0.106,0.93,0,1,normal,0
26.22,tcp,smtp,SF,364,1057,9,1,0.083,0.806,0,1,normal,0
0.0,tcp,http,S0,70,7,330,301,0.925,0.993,0,0,dos,1
94.31,tcp,ssh,SF,350,1016,1,7,0.028,0.749,0,1,normal,0
0.65,tcp,smtp,REJ,32,0,310,279,0.837,0.936,0,0,dos,1
0.0,tcp,dns,SF,892,1185,2,6,0.099,1.0,0,1,normal,0
43.22,udp,ssh,RSTR,586,1841,1,7,0.0,0.863,0,1,normal,0
34.38,tcp,telnet,SF,527,1533,7,3,0.015,0.977,0,1,normal,0
0.0,tcp,ftp,S0,28,0,416,461,0.933,0.957,0,0,dos,1
72.47,tcp,other,SF,448,1986,4,6,0.004,0.924,0,1,normal,0
2.83,tcp,ssh,S0,18,0,143,214,0.91,0.964,0,0,dos,1
81.29,tcp,dns,SF,7,1187,7,6,0.087,0.921,0,1,normal,0
108.79,tcp,smtp,SF,324,1018,8,5,0.048,0.792,0,1,normal,0
4.7,tcp,ftp,S0,0,0,80,4,0.597,0.124,0,0,probe,1
2.64,udp,other,REJ,60,0,364,278,0.933,1.0,0,0,dos,1
81.68,tcp,ssh,SF,0,1913,9,3,0.0,1.0,0,1,normal,0
2.74,tcp,pop3,REJ,24,2,494,316,0.948,0.872,0,0,dos,1
49.98,tcp,other,SF,433,1010,8,5,0.002,0.735,0,1,normal,0
72.24,udp,ssh,REJ,397,844,5,4,0.0,0.915,0,1,normal,0
1.7,tcp,ftp,REJ,37,6,183,243,0.897,0.964,0,0,dos,1
0.9,tcp,http,S0,43,9,285,263,0.961,0.914,0,0,dos,1
48.52,tcp,telnet,REJ,196,807,1,7,0.062,1.0,0,1,normal,0
4.35,tcp,dns,S0,18,0,78,3,0.512,0.251,0,0,probe,1
53.88,tcp,ftp,SF,816,288,6,7,0.088,0.948,0,1,normal,0
5.55,tcp,dns,S0,0,0,24,12,0.454,0.254,0,0,probe,1
0.08,udp,dns,S0,46,0,293,297,0.94,0.934,0,0,dos,1
4.26,icmp,pop3,S0,43,4,90,4,0.259,0.155,0,0,probe,1
0.56,tcp,http,REJ,52,0,270,477,0.994,0.942,0,0,dos,1
19.8,udp,other,SF,94,216,7,7,0.275,0.648,1,0,r2l,1
34.71,tcp,telnet,SF,1262,0,8,9,0.048,0.921,0,1,normal,0
80.17,tcp,pop3,SF,765,84,1,1,0.0,1.0,0,1,normal,0
55.26,tcp,ftp,RSTO,860,1521,4,2,0.098,0.843,0,1,normal,0
0.16,icmp,dns,RSTR,72,0,282,348,0.95,0.945,0,0,dos,1
0.0,tcp,pop3,SF,432,253,2,8,0.033,0.701,0,1,normal,0
4.85,tcp,http,S0,18,2,35,13,0.315,0.168,0,0,probe,1
76.14,tcp,ssh,SF,1027,1520,3,8,0.047,0.965,0,1,normal,0
1.42,udp,pop3,REJ,79,1,130,487,1.0,0.947,0,0,dos,1
58.63,tcp,smtp,SF,693,1283,6,2,0.075,1.0,0,1,normal,0
3.18,tcp,ssh,S0,23,2,113,217,1.0,0.969,0,0,dos,1
12.52,tcp,pop3,SF,180,225,8,5,0.038,0.763,1,0,r2l,1
65.08,tcp,smtp,SF,750,1393,7,1,0.0,0.826,0,1,normal,0
96.64,icmp,http,SF,477,1059,6,4,0.0,0.948,0,1,normal,0
84.57,tcp,ssh,S0,529,1823,1,2,0.051,0.847,0,1,normal,0
0.62,tcp,pop3,REJ,63,3,258,152,0.948,0.961,0,0,dos,1
3.01,tcp,other,S0,29,5,199,124,1.0,0.97,0,0,dos,1
0.0,tcp,ftp,RSTO,408,1905,4,7,0.098,0.913,0,1,normal,0
131.66,tcp,smtp,RSTO,697,863,9,9,0.0,0.77,0,1,normal,0
67.94,udp,http,SF,118,1202,8,9,0.0,1.0,0,1,normal,0
91.05,tcp,dns,RSTO,1153,1123,2,4,0.016,0.938,0,1,normal,0
0.0,tcp,dns,REJ,83,0,436,120,1.0,0.993,0,0,dos,1
0.0,tcp,telnet,SF,717,1834,5,8,0.046,1.0,0,1,normal,0
1.26,tcp,ssh,REJ,6,0,43,15,0.555,0.156,0,0,probe,1
1.71,tcp,ssh,SF,0,75,4,9,0.146,0.767,2,1,r2l,1
0.0,tcp,ssh,REJ,10,0,86,4,0.452,0.378,0,0,probe,1
96.17,icmp,dns,SF,595,939,9,8,0.0,0.897,0,1,normal,0
51.11,udp,ssh,SF,1,984,4,3,0.076,0.817,0,1,normal,0
0.0,icmp,ssh,S0,52,2,445,494,0.873,0.919,0,0,dos,1
1.7,tcp,ssh,S0,75,0,145,187,0.944,0.974,0,0,dos,1
18.26,udp,ssh,SF,0,341,12,3,0.0,0.448,3,0,r2l,1
53.7,tcp,pop3,SF,182,0,2,5,0.066,0.913,0,1,normal,0
25.43,udp,dns,SF,630,1541,3,6,0.017,0.979,0,1,normal,0
14.16,tcp,smtp,SF,1169,672,1,1,0.062,0.834,1,1,u2r,1
1.73,tcp,smtp,S0,49,1,486,182,0.867,0.914,0,0,dos,1
42.32,tcp,dns,SF,45,791,3,3,0.034,0.681,0,1,normal,0
1.83,tcp,pop3,S0,26,9,325,369,1.0,0.927,0,0,dos,1
55.02,udp,telnet,SF,671,2538,2,2,0.042,0.716,0,1,normal,0
143.53,tcp,other,REJ,613,466,7,6,0.005,0.845,0,1,normal,0
18.88,tcp,ssh,SF,98,1226,7,8,0.102,1.0,0,1,normal,0
13.96,udp,ssh,SF,366,837,2,6,0.093,0.816,0,1,normal,0
13.74,udp,telnet,RSTR,256,1672,8,7,0.0,1.0,0,1,normal,0
61.95,udp,ftp,SF,596,521,4,5,0.111,1.0,0,1,normal,0
36.79,icmp,pop3,RSTR,719,594,7,4,0.0,0.81,0,1,normal,0
0.0,tcp,pop3,SF,363,1210,8,1,0.176,0.857,0,1,normal,0
0.0,tcp,smtp,SF,0,1879,8,6,0.049,0.742,0,1,normal,0
0.0,tcp,telnet,SF,373,1363,8,9,0.0,0.686,0,1,normal,0
3.12,udp,telnet,S0,92,8,497,100,1.0,0.983,0,0,dos,1
76.69,udp,ssh,SF,869,227,2,4,0.017,0.866,0,1,normal,0
22.17,tcp,http,SF,428,1472,4,2,0.029,0.857,0,1,normal,0
15.02,udp,telnet,SF,574,717,6,6,0.042,0.873,0,1,normal,0
2.11,tcp,ssh,REJ,21,3,302,275,0.936,0.96,0,0,dos,1
0.0,tcp,ftp,S0,31,0,183,349,0.932,0.947,0,0,dos,1
10.42,tcp,dns,S0,329,478,4,4,0.0,0.687,3,1,r2l,1
32.65,tcp,pop3,S0,175,117,9,5,0.06,0.961,2,0,r2l,1
104.97,tcp,pop3,REJ,304,1528,2,7,0.031,0.836,0,1,normal,0
0.0,tcp,telnet,REJ,11,0,36,11,0.46,0.176,0,0,probe,1
30.36,tcp,ftp,RSTR,0,1582,3,3,0.026,0.929,0,1,normal,0
1.75,tcp,telnet,RSTR,10,4,285,447,0.792,0.933,0,0,dos,1
40.39,icmp,dns,SF,321,386,11,7,0.158,0.829,4,1,r2l,1
0.0,tcp,pop3,S0,87,0,263,501,1.0,1.0,0,0,dos,1
3.55,tcp,http,SF,479,547,4,9,0.039,0.865,0,1,normal,0
55.32,udp,other,SF,268,431,3,7,0.007,0.877,0,1,normal,0
47.49,tcp,pop3,REJ,1189,990,6,1,0.0,0.876,0,1,normal,0
0.0,tcp,ssh,SF,595,0,4,5,0.0,1.0,0,1,normal,0
1.87,tcp,telnet,RSTR,41,0,378,236,0.982,1.0,0,0,dos,1
0.01,tcp,http,REJ,104,10,457,104,1.0,0.924,0,0,dos,1
56.46,tcp,ssh,SF,440,1298,5,8,0.131,0.929,0,1,normal,0
3.37,tcp,telnet,S0,20,0,302,339,0.825,1.0,0,0,dos,1
48.21,tcp,telnet,REJ,161,751,9,3,0.029,0.874,0,1,normal,0
47.95,tcp,ssh,SF,252,448,8,9,0.041,0.885,0,1,normal,0
