duration,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,num_failed_logins,logged_in,protocol_type_enc,service_enc,flag_enc
41.06,0,0,4,9,0.0,0.906,0,1,2,2,4
62.46,1123,406,9,5,0.003,0.848,0,1,1,5,4
0.64,6,0,275,129,1.0,0.856,0,0,1,0,3
101.57,1095,1257,6,8,0.035,0.864,0,1,1,1,4
0.0,10,0,71,4,0.154,0.21,0,0,2,5,0
0.0,23,0,84,16,0.465,0.381,0,0,1,0,3
27.96,223,883,8,4,0.06,0.95,0,1,1,0,4
2.28,782,829,4,7,0.0,0.811,0,1,2,5,4
42.8,735,1672,3,5,0.089,0.807,0,1,1,7,4
0.0,413,990,6,4,0.008,0.941,0,1,2,2,4
0.0,679,592,8,1,0.06,0.838,0,1,1,3,4
39.64,251,1562,6,5,0.0,0.86,0,1,1,0,4
80.18,0,1617,3,1,0.054,1.0,0,1,1,2,4
3.5,26,0,96,3,0.474,0.232,0,0,1,2,0
1.8,41,3,476,371,0.989,0.9,0,0,2,3,3
100.65,236,1750,9,3,0.0,1.0,0,1,1,7,4
26.65,558,760,2,3,0.0,0.817,0,1,1,2,4
42.33,416,903,4,9,0.0,0.966,0,1,2,7,4
2.74,90,0,410,507,0.905,0.993,0,0,2,7,2
0.0,947,741,2,2,0.015,0.758,0,1,0,6,4
49.9,392,440,9,5,0.013,1.0,0,1,2,0,4
48.77,912,0,3,8,0.014,0.742,0,1,1,3,4
1.05,28,0,61,14,0.228,0.128,0,0,2,6,0
57.66,439,1959,7,9,0.088,0.967,0,1,0,2,4
5.42,3,1,480,445,0.845,1.0,0,0,1,5,0
21.09,0,322,8,8,0.052,0.965,0,1,1,0,4
0.0,515,1065,2,2,0.026,0.933,0,1,1,2,0
35.02,192,487,9,2,0.038,0.781,0,1,1,4,4
24.98,592,590,5,6,0.027,1.0,0,1,1,7,4
0.06,9,0,55,1,0.529,0.092,0,0,1,1,3
0.0,355,332,2,8,0.0,0.949,0,1,2,0,4
102.18,934,893,4,4,0.157,0.766,1,1,2,1,4
5.44,348,1100,9,4,0.048,0.833,0,1,2,4,4
0.0,577,909,5,2,0.0,0.784,0,1,1,5,4
0.0,40,0,120,367,0.961,0.86,0,0,1,7,3
0.0,8,0,57,12,0.427,0.0,0,0,0,4,3
55.2,862,780,4,6,0.061,0.858,0,1,1,6,4
56.64,582,472,1,5,0.0,0.951,0,1,2,2,4
6.41,5,0,96,18,0.866,0.369,0,0,1,1,3
0.48,7,0,321,150,1.0,0.978,0,0,2,6,0
86.8,391,1760,8,5,0.091,0.983,0,1,1,5,4
0.0,65,11,121,489,0.876,0.898,0,0,2,7,0
40.24,404,0,6,3,0.0,0.937,0,1,1,6,4
94.1,889,0,5,6,0.08,0.926,0,1,1,1,1
1.97,537,909,8,2,0.0,0.859,0,1,1,4,4
0.0,1100,783,8,1,0.0,0.795,0,1,1,7,2
0.0,32,0,78,8,0.436,0.253,0,0,2,7,3
34.6,282,0,11,4,0.142,0.614,4,0,1,2,4
67.83,658,832,8,2,0.048,0.789,0,1,2,1,2
22.86,609,2250,3,2,0.052,1.0,0,1,2,3,4
1.9,41,3,48,9,0.523,0.201,0,0,1,7,3
105.01,151,1119,4,4,0.0,0.96,0,1,2,4,4
0.0,10,4,60,16,0.546,0.142,0,0,2,3,3
0.0,0,490,6,7,0.071,1.0,0,1,1,6,0
42.38,294,1795,5,5,0.054,0.988,0,1,1,3,3
4.45,34,0,92,3,0.521,0.339,0,0,1,0,3
83.11,163,708,1,2,0.095,0.837,0,1,2,7,4
0.01,41,0,154,333,0.949,0.897,0,0,0,2,0
0.0,44,0,476,219,0.695,0.872,0,0,1,5,2
38.79,424,0,2,1,0.097,0.853,0,1,2,3,4
2.42,93,6,380,320,0.723,0.941,0,0,1,5,0
59.48,0,0,3,7,0.075,0.98,0,1,1,1,4
96.32,754,1527,2,7,0.0,0.886,0,1,0,0,4
0.9,42,0,414,110,1.0,1.0,0,0,2,5,0
38.69,1243,1477,8,3,0.049,1.0,0,1,2,1,4
68.79,697,1893,9,5,0.013,0.868,0,1,2,2,3
1.61,427,2416,9,7,0.0,0.883,0,1,1,7,4
60.21,369,1140,9,1,0.0,1.0,0,1,1,3,4
34.39,299,880,1,1,0.0,0.664,1,1,2,6,4
62.09,0,1042,5,2,0.012,0.882,0,1,1,4,4
50.43,655,1026,4,3,0.052,0.797,0,1,1,3,4
0.7,60,0,404,207,0.901,0.865,0,0,1,2,2
0.0,114,0,365,242,0.914,0.944,0,0,2,6,3
67.72,478,1388,5,8,0.03,0.821,0,1,2,5,4
76.79,1094,768,1,4,0.146,0.919,0,1,1,6,4
2.85,94,9,482,309,0.945,1.0,0,0,1,7,2
72.94,320,97,7,9,0.0,0.922,0,1,1,6,4
0.0,263,790,5,7,0.0,0.803,0,1,0,5,4
65.62,298,822,9,9,0.051,0.848,0,1,0,4,4
113.3,524,776,1,2,0.055,0.975,0,1,1,6,4
1.43,31,5,168,476,0.812,0.89,0,0,1,6,2
114.36,331,401,1,2,0.0,0.779,0,1,1,5,3
0.7,41,5,231,248,1.0,0.959,0,0,2,1,3
10.96,410,450,1,4,0.031,0.858,0,1,1,7,4
25.48,527,519,5,4,0.0,0.845,0,1,2,2,4
75.44,425,220,5,5,0.026,0.756,0,1,1,1,4
0.65,28,6,53,2,0.513,0.317,0,0,2,7,0
46.87,916,924,3,8,0.006,0.878,0,1,0,5,4
98.12,168,1713,1,4,0.076,0.943,0,1,1,3,4
15.5,787,1827,3,6,0.051,1.0,0,1,1,6,4
87.95,353,2025,1,1,0.04,1.0,0,1,1,5,4
49.3,310,1570,5,6,0.0,0.816,0,1,1,5,4
0.0,36,0,428,332,0.912,1.0,0,0,2,5,0
13.15,1034,685,3,2,0.0,1.0,0,1,2,0,4
90.64,655,1354,5,1,0.073,0.845,0,1,1,7,4
1.63,72,6,466,206,0.993,0.919,0,0,1,7,0
0.0,555,156,5,8,0.012,0.896,0,1,1,6,3
98.48,475,1855,1,5,0.03,0.798,0,1,1,1,1
36.59,302,448,1,3,0.043,0.866,0,1,1,3,4
89.45,534,1372,1,9,0.0,0.743,0,1,1,4,0
123.79,142,371,6,4,0.073,0.978,0,1,1,6,4
21.78,70,318,2,2,0.088,0.534,4,0,0,7,4
0.11,60,0,118,361,0.871,1.0,0,0,2,2,0
10.31,670,895,2,5,0.02,0.78,0,1,2,3,4
2.66,64,2,325,387,0.675,1.0,0,0,1,2,3
21.2,0,1340,4,2,0.042,0.818,0,1,1,4,4
69.2,188,735,5,6,0.0,0.985,0,1,1,5,4
52.29,368,761,1,7,0.0,0.926,0,1,1,3,4
3.42,956,0,2,3,0.0,0.878,0,1,1,2,4
44.75,730,366,6,5,0.086,0.961,0,1,1,0,4
91.04,0,761,9,6,0.0,0.768,0,1,2,2,4
23.38,0,928,9,8,0.0,0.79,0,1,1,1,4
1.83,64,1,223,327,0.733,0.919,0,0,1,0,0
0.0,37,0,80,7,0.274,0.165,0,0,1,2,0
77.16,1152,449,1,9,0.0,0.897,0,1,1,3,4
25.99,512,665,6,6,0.071,0.945,0,1,1,2,4
2.72,73,1,468,113,0.845,0.843,0,0,1,6,3
7.81,409,2274,9,8,0.0,0.901,0,1,1,6,4
57.83,704,1359,8,7,0.062,0.829,0,1,1,0,4
0.0,520,216,1,8,0.019,0.985,0,1,1,2,4
92.91,0,1152,1,7,0.049,1.0,0,1,1,6,3
0.0,15,0,342,252,0.789,0.992,0,0,1,0,0
30.39,311,739,6,4,0.135,0.536,4,0,2,6,4
0.0,470,185,2,5,0.0,0.978,0,1,1,7,4
25.55,289,2112,7,8,0.032,0.852,0,1,1,7,4
0.0,5,1,164,182,0.781,0.943,0,0,1,6,3
0.0,570,1182,5,2,0.0,0.911,0,1,1,1,4
63.41,586,985,6,5,0.0,0.781,0,1,1,0,1
39.26,0,1893,6,3,0.0,0.811,0,1,1,2,4
0.0,705,2305,1,4,0.0,0.843,0,1,1,7,4
45.9,541,0,6,6,0.024,0.881,0,1,2,3,4
10.84,223,2183,5,6,0.0,1.0,0,1,1,6,4
0.0,830,1531,9,4,0.047,0.802,0,1,1,4,4
0.0,449,1771,2,1,0.0,0.843,0,1,1,5,4
4.69,42,0,162,334,0.985,0.869,0,0,1,3,3
0.0,647,1301,6,1,0.151,0.78,0,1,2,2,4
1.94,41,0,63,7,0.326,0.0,0,0,1,6,3
14.26,506,1379,6,1,0.0,0.932,0,1,1,0,4
41.09,717,1310,9,4,0.039,0.999,0,1,1,6,1
62.06,862,1490,8,9,0.059,0.769,0,1,1,4,4
0.0,717,1303,5,5,0.007,0.942,0,1,1,3,4
15.66,152,308,1,4,0.057,0.646,1,0,1,3,4
111.14,377,961,9,6,0.055,0.913,0,1,1,5,3
0.0,85,5,440,462,0.913,0.914,0,0,1,4,0
44.83,1035,788,5,2,0.128,0.929,0,1,0,2,4
0.0,350,1556,3,3,0.0,0.849,0,1,1,4,4
0.14,22,0,78,16,0.424,0.401,0,0,2,3,3
71.76,286,1488,3,5,0.052,0.984,0,1,2,3,3
2.43,2,0,340,240,0.893,0.856,0,0,1,0,3
119.5,584,1334,5,2,0.044,0.931,0,1,1,2,0
0.22,48,0,100,351,1.0,0.973,0,0,1,5,3
70.93,594,976,5,2,0.0,0.993,0,1,2,7,4
30.31,586,1221,6,4,0.0,0.919,0,1,2,7,4
136.23,226,1494,5,3,0.0,1.0,0,1,1,7,4
0.0,22,0,320,192,0.859,1.0,0,0,0,3,3
0.0,310,303,3,3,0.0,0.763,0,1,1,2,4
4.69,557,287,7,5,0.063,1.0,0,1,1,0,4
135.02,85,1735,6,1,0.118,0.979,0,1,1,1,2
102.75,462,1466,2,8,0.016,0.878,0,1,1,3,4
25.44,771,950,6,6,0.0,1.0,0,1,1,2,4
32.07,461,1331,7,6,0.0,0.99,0,1,1,0,4
80.79,1004,337,1,9,0.0,0.718,0,1,1,6,4
78.9,359,1121,9,4,0.085,0.848,0,1,0,4,4
130.73,279,1347,9,3,0.0,1.0,0,1,1,4,4
0.0,101,5,249,298,0.931,0.953,0,0,2,5,3
17.89,619,1322,2,2,0.076,1.0,0,1,1,7,4
13.72,694,1474,1,4,0.039,1.0,0,1,1,6,4
9.72,0,34,11,1,0.018,0.796,3,1,1,1,4
74.31,1164,1140,1,4,0.0,0.854,0,1,1,0,4
68.63,696,891,1,9,0.0,0.949,0,1,1,0,4
0.69,90,0,262,159,0.656,1.0,0,0,1,4,3
95.46,415,2515,2,5,0.002,0.774,0,1,1,1,4
0.0,166,1326,4,6,0.0,0.766,0,1,2,3,4
20.95,1089,2288,8,9,0.065,0.844,0,1,1,7,4
1.17,42,7,477,446,0.859,0.949,0,0,1,1,3
0.26,9,1,199,351,0.943,0.895,0,0,1,3,0
3.04,6,0,91,12,0.378,0.169,0,0,1,4,0
0.27,31,0,403,233,1.0,0.97,0,0,1,6,3
95.43,636,0,5,6,0.022,0.798,0,1,1,2,4
1.06,61,0,271,294,0.722,0.909,0,0,1,3,3
62.31,234,325,7,3,0.049,0.835,0,1,1,3,4
49.19,470,1313,4,2,0.005,0.982,0,1,1,2,4
70.16,770,1897,8,2,0.0,0.996,0,1,1,4,4
4.04,12,2,47,15,0.464,0.113,0,0,1,1,3
36.76,585,555,2,1,0.0,0.966,0,1,1,4,4
0.0,885,2247,7,8,0.003,0.796,0,1,1,3,4
29.73,116,301,8,5,0.0,0.916,0,1,1,5,4
53.04,806,819,5,3,0.0,0.945,0,1,2,6,4
3.14,42,4,109,374,0.905,0.994,0,0,1,2,3
0.0,8,0,313,266,0.849,1.0,0,0,1,7,0
74.06,0,998,2,9,0.03,0.99,0,1,1,1,4
3.04,52,4,497,218,0.922,0.796,0,0,1,7,3
19.2,191,343,5,7,0.0,0.729,1,0,1,3,4
3.28,36,0,66,8,0.725,0.142,0,0,2,4,3
88.43,367,1167,1,3,0.0,0.757,0,1,1,2,2
0.59,74,0,293,290,0.993,0.916,0,0,1,0,3
26.28,394,216,1,2,0.0,0.857,0,1,1,5,4
51.98,542,1561,4,8,0.0,0.942,0,1,1,2,4
0.0,461,2639,1,7,0.075,0.97,0,1,1,5,4
58.77,0,1012,3,9,0.068,1.0,0,1,2,4,4
0.69,0,6,119,229,0.824,1.0,0,0,2,1,3
106.92,394,914,7,9,0.07,0.96,0,1,1,1,4
1.85,0,0,54,7,0.521,0.26,0,0,1,2,3
126.07,50,35,8,5,0.122,1.0,0,1,1,1,4
0.0,476,1981,5,2,0.0,0.78,0,1,2,1,4
0.0,390,661,5,8,0.009,0.8,0,1,1,5,4
0.0,1072,1323,5,2,0.007,0.849,0,1,1,3,0
85.74,824,1454,8,6,0.0,1.0,0,1,1,4,4
96.59,944,100,2,2,0.0,0.74,0,1,1,0,4
31.81,462,489,4,2,0.043,1.0,0,1,2,0,4
58.75,507,1118,4,2,0.011,1.0,0,1,0,1,4
54.24,875,924,2,5,0.0,0.947,0,1,2,0,4
35.22,772,557,7,5,0.003,0.788,0,1,1,4,4
74.3,633,2287,9,7,0.089,0.728,0,1,1,6,4
112.66,310,520,4,2,0.005,0.913,0,1,1,3,4
0.0,63,2,477,107,0.858,0.929,0,0,2,2,3
57.69,699,1457,6,4,0.078,0.801,0,1,1,7,4
1.65,50,0,508,256,0.843,1.0,0,0,1,3,3
0.0,0,280,10,6,0.115,0.99,4,0,1,2,3
70.03,351,2069,6,7,0.012,0.825,0,1,0,2,4
30.61,231,239,4,1,0.0,0.902,0,1,1,0,4
19.4,648,553,5,9,0.128,0.834,0,1,2,3,4
63.43,256,197,7,2,0.059,0.864,0,1,0,6,4
0.0,341,1738,2,6,0.0,0.879,0,1,1,6,4
0.0,73,0,169,337,0.971,0.893,0,0,1,7,3
3.1,6,1249,4,3,0.03,0.923,0,1,1,3,4
0.0,44,3,462,170,0.874,0.868,0,0,1,6,3
25.73,87,410,3,9,0.052,0.93,0,1,1,3,4
0.56,106,0,294,194,0.785,0.918,0,0,1,1,0
19.74,1149,2086,5,4,0.0,0.979,0,1,1,5,4
0.0,1088,0,3,9,0.0,0.848,0,1,1,6,4
65.86,722,2374,9,3,0.026,0.947,0,1,1,1,4
2.08,0,1,33,4,0.446,0.197,0,0,1,5,4
0.0,71,0,502,249,0.748,0.981,0,0,2,0,0
59.15,303,457,5,5,0.0,0.776,0,1,1,7,4
0.28,103,0,269,231,0.857,1.0,0,0,1,5,3
69.9,569,965,9,4,0.023,0.951,0,1,1,6,4
0.0,36,0,269,210,0.861,0.935,0,0,2,3,3
60.69,644,637,7,5,0.047,0.873,0,1,1,2,1
63.31,169,1050,9,7,0.0,0.803,0,1,1,4,4
1.57,64,0,314,232,0.918,0.978,0,0,2,4,3
34.58,0,89,2,1,0.031,0.961,0,1,1,4,4
109.07,434,1174,6,6,0.057,0.917,0,1,1,4,4
65.7,283,541,6,9,0.038,0.98,0,1,1,5,4
0.0,1159,183,7,6,0.074,0.717,0,1,1,7,4
86.85,724,1599,3,5,0.049,0.927,0,1,1,6,4
13.87,0,857,4,5,0.0,0.928,0,1,2,2,4
29.31,665,623,1,9,0.056,0.997,0,1,2,4,3
23.91,698,1087,1,8,0.0,0.801,0,1,1,2,4
0.0,73,0,121,122,0.834,0.905,0,0,1,5,3
29.88,143,404,13,4,0.009,0.481,1,1,1,0,4
154.24,514,1575,4,2,0.0,0.946,0,1,1,0,4
4.18,9,0,49,1,0.341,0.09,0,0,1,2,3
58.41,124,0,7,7,0.0,0.797,0,1,1,0,4
56.46,440,1298,5,8,0.131,0.929,0,1,1,6,4
126.98,402,1254,5,2,0.0,0.945,0,1,1,0,4
0.0,39,0,344,341,1.0,0.938,0,0,1,7,3
0.0,593,774,5,8,0.0,0.813,0,1,1,5,3
132.07,292,594,4,7,0.019,0.852,0,1,1,0,4
1.97,2,0,70,18,0.646,0.105,0,0,1,2,3
77.86,592,812,5,4,0.068,0.946,0,1,1,7,4
0.76,11,2,300,297,0.874,0.998,0,0,1,4,3
2.96,60,0,427,314,0.994,0.916,0,0,2,7,3
31.94,364,1819,6,6,0.0,0.822,0,1,1,0,4
0.66,33,0,489,197,1.0,0.973,0,0,1,1,3
30.98,103,251,10,9,0.158,0.677,2,1,1,2,4
41.58,198,359,7,8,0.212,0.247,3,0,1,3,4
37.47,621,1824,7,3,0.06,0.94,0,1,2,4,4
104.05,1095,1372,4,1,0.023,0.903,0,1,1,3,4
0.48,25,0,224,197,0.933,0.923,0,0,1,1,2
62.92,511,850,8,2,0.0,0.819,0,1,1,0,4
65.83,401,1371,8,3,0.08,0.805,0,1,0,7,4
55.56,373,1308,6,8,0.045,0.949,0,1,1,4,4
45.58,431,1662,6,5,0.0,0.803,0,1,1,7,1
66.15,735,384,9,5,0.121,0.78,0,1,2,3,0
10.76,335,622,8,3,0.0,0.83,0,1,1,3,4
31.01,814,547,4,2,0.02,0.893,0,1,0,3,4
66.58,1171,405,8,3,0.016,0.963,0,1,1,3,4
6.83,451,1268,7,5,0.041,0.923,0,1,1,0,3
2.86,17,0,80,5,0.4,0.212,0,0,1,5,3
0.18,31,0,80,5,0.404,0.17,0,0,1,4,3
0.0,94,3,362,504,0.872,0.897,0,0,1,3,3
0.0,45,768,9,2,0.09,0.893,0,1,1,1,4
29.56,1114,666,5,4,0.002,0.994,0,1,1,2,1
28.23,329,1473,3,5,0.0,0.773,0,1,1,4,4
75.65,118,1246,7,2,0.0,0.981,0,1,1,6,4
74.23,497,873,3,3,0.05,0.894,0,1,1,4,4
5.47,80,2,286,393,0.86,0.947,0,0,1,3,0
0.0,217,182,13,7,0.195,0.606,4,1,1,6,4
1.46,0,0,314,405,0.967,0.892,0,0,1,0,3
38.21,0,908,9,2,0.0,0.849,0,1,0,0,4
1.27,27,0,249,128,0.893,0.912,0,0,2,6,3
0.0,0,0,358,268,0.934,0.891,0,0,1,4,0
0.0,468,552,4,7,0.035,1.0,0,1,1,1,4
0.0,38,0,496,104,0.98,0.91,0,0,1,6,3
53.88,135,849,7,2,0.097,0.786,0,1,1,2,4
27.51,805,1388,5,9,0.0,0.665,0,1,1,3,4
20.21,877,461,7,5,0.012,0.923,0,1,1,4,4
83.86,168,1359,1,9,0.014,0.846,0,1,1,3,0
10.51,1266,1077,7,1,0.002,0.94,0,1,1,3,4
0.0,29,0,108,124,0.795,0.988,0,0,0,3,0
55.18,520,938,8,2,0.0,0.759,0,1,2,5,4
95.68,989,1094,4,9,0.0,0.814,0,1,1,7,4
27.67,94,538,5,5,0.086,0.431,4,1,2,6,4
24.07,147,1247,5,9,0.0,0.859,0,1,0,2,4
5.1,21,0,60,6,0.584,0.1,0,0,2,1,4
59.57,258,99,2,8,0.075,0.856,0,1,1,2,4
104.77,960,635,3,2,0.02,1.0,0,1,1,2,1
70.86,382,586,7,3,0.0,0.928,0,1,1,6,4
58.7,649,1246,5,9,0.04,0.773,0,1,0,4,4
35.87,735,1774,9,4,0.0,0.867,0,1,2,1,4
109.8,319,1165,8,6,0.056,1.0,0,1,0,5,4
0.0,64,0,164,416,0.779,0.936,0,0,2,6,3
56.15,427,935,2,5,0.11,0.817,0,1,2,6,1
22.91,671,1290,5,1,0.0,0.74,0,1,1,6,4
55.33,607,225,1,9,0.0,0.849,0,1,1,0,4
59.22,736,0,8,3,0.0,0.804,0,1,1,0,4
12.82,221,798,2,6,0.017,0.898,0,1,1,4,4
115.17,462,928,3,2,0.0,0.923,0,1,2,7,4
80.63,400,1856,4,1,0.001,0.843,0,1,0,6,4
12.5,150,434,8,1,0.0,0.822,1,0,1,4,4
53.52,1088,1476,1,2,0.0,0.988,0,1,1,5,4
106.77,732,1867,6,4,0.055,0.742,0,1,0,0,4
74.05,651,365,5,4,0.068,0.923,0,1,1,5,4
65.45,279,1151,3,8,0.039,0.833,0,1,1,3,4
0.0,98,0,226,334,0.916,0.935,0,0,1,2,3
46.6,862,0,3,2,0.039,0.932,0,1,2,6,4
5.87,254,405,1,3,0.243,0.582,2,1,1,1,4
86.48,868,241,5,4,0.076,1.0,0,1,2,5,4
51.04,662,602,7,5,0.1,0.761,0,1,2,7,2
9.65,887,397,2,9,0.054,1.0,0,1,1,0,4
21.47,396,2158,6,1,0.0,0.891,0,1,0,1,4
0.0,30,0,180,177,0.999,0.966,0,0,1,4,0
34.28,173,136,14,9,0.133,0.516,2,0,2,0,4
0.0,41,0,164,425,0.929,0.899,0,0,2,4,3
0.47,60,8,269,215,0.927,0.846,0,0,1,3,3
63.99,19,655,9,4,0.093,0.925,0,1,1,7,4
0.0,144,2029,7,2,0.065,0.874,0,1,2,6,4
45.71,559,312,3,6,0.049,0.876,0,1,1,5,4
16.1,70,135,7,8,0.187,0.497,4,0,2,6,4
124.46,270,771,5,5,0.0,0.991,0,1,1,2,4
34.36,265,733,3,7,0.026,0.967,0,1,1,6,4
47.79,838,0,7,6,0.0,0.922,0,1,1,7,4
73.69,830,0,6,6,0.0,0.734,0,1,1,3,1
64.58,936,604,9,9,0.097,0.927,0,1,1,1,4
0.0,886,1041,6,9,0.01,0.981,0,1,1,6,4
56.96,689,1667,1,5,0.04,0.777,0,1,1,3,0
53.07,651,1202,1,7,0.038,0.927,0,1,1,2,4
3.68,34,1,62,4,0.516,0.205,0,0,1,4,3
28.83,1116,573,8,5,0.009,0.959,0,1,1,3,4
104.67,629,1048,3,6,0.015,0.722,0,1,1,7,4
57.35,720,330,3,4,0.0,0.746,0,1,1,5,4
27.86,437,823,8,9,0.087,0.92,0,1,1,1,4
15.07,0,234,9,5,0.105,0.385,4,1,1,0,4
68.18,391,1270,1,3,0.03,0.913,0,1,1,4,4
26.76,409,503,9,8,0.086,0.858,0,1,0,3,4
45.48,930,1321,3,7,0.0,0.961,0,1,1,4,4
1.61,0,0,268,237,0.873,0.962,0,0,1,2,0
93.84,372,908,3,7,0.022,0.974,0,1,1,5,4
2.08,16,3,68,10,0.577,0.195,0,0,1,0,0
0.0,0,0,4,4,0.066,1.0,0,1,1,6,4
48.96,682,498,4,8,0.0,0.975,0,1,1,4,4
1.33,103,4,464,362,0.954,0.939,0,0,1,1,3
46.68,557,1556,7,1,0.0,0.852,0,1,1,3,4
68.98,458,284,9,6,0.006,0.969,0,1,1,7,4
111.36,538,1491,9,6,0.067,1.0,0,1,1,5,3
5.8,16,0,20,14,0.725,0.142,0,0,1,5,3
94.95,0,954,4,8,0.0,1.0,0,1,1,7,3
0.86,52,0,261,181,0.918,0.92,0,0,1,7,3
54.03,655,1509,6,9,0.048,0.84,0,1,1,6,4
115.56,637,1556,5,3,0.027,0.829,0,1,1,5,4
69.79,56,1650,8,5,0.0,0.961,0,1,2,3,4
78.29,336,999,8,4,0.014,0.66,0,1,1,0,4
0.0,785,1377,3,4,0.068,0.835,0,1,1,4,4
0.0,772,1413,3,7,0.119,0.746,0,1,1,4,4
0.0,0,614,9,3,0.0,0.892,0,1,1,7,4
1.44,0,0,426,345,0.921,0.956,0,0,1,4,3
29.03,249,1606,3,7,0.032,0.971,0,1,2,5,3
111.45,0,0,3,8,0.0,0.876,0,1,1,4,4
3.65,0,0,335,301,0.899,0.972,0,0,2,0,0
83.5,0,446,9,9,0.0,0.873,0,1,1,7,4
39.1,213,1756,8,6,0.035,0.944,0,1,2,0,4
4.38,53,0,203,365,0.92,1.0,0,0,1,3,3
52.79,735,150,2,6,0.0,0.838,0,1,1,7,4
41.92,218,474,4,5,0.088,0.94,4,0,1,6,4
0.0,105,0,107,277,0.956,0.982,0,0,1,3,3
49.24,174,819,6,6,0.023,1.0,0,1,1,7,4
0.0,620,965,9,6,0.0,0.911,0,1,1,2,4
61.2,264,497,3,5,0.023,0.779,0,1,2,2,4
50.3,259,1596,7,5,0.091,0.846,0,1,0,6,4
79.58,251,1584,1,1,0.068,0.791,0,1,1,0,4
0.0,882,1263,8,9,0.116,1.0,0,1,1,3,3
36.48,25,1540,4,4,0.0,0.826,0,1,2,3,4
6.35,28,1,82,4,0.234,0.241,0,0,2,3,0
44.97,428,729,1,7,0.0,0.76,0,1,1,7,4
50.12,342,1858,1,9,0.003,0.885,0,1,1,4,4
49.42,410,225,4,2,0.053,0.965,0,1,0,3,4
2.08,0,6,209,119,0.856,0.934,0,0,1,0,3
5.99,185,931,1,6,0.048,1.0,0,1,1,6,4
103.61,501,1878,2,6,0.0,0.858,0,1,1,7,1
0.0,864,928,2,8,0.0,0.951,0,1,1,1,4
1.49,50,0,434,150,0.861,0.921,0,0,1,7,2
31.17,157,1443,1,4,0.0,0.843,0,1,1,6,4
2.27,26,2,64,7,0.832,0.158,0,0,1,5,0
25.85,990,1982,9,3,0.0,0.818,0,1,1,3,4
0.0,102,0,253,461,0.987,0.945,0,0,1,7,3
3.32,56,7,377,275,0.82,0.966,0,0,1,5,3
64.96,216,1329,2,7,0.0,0.884,0,1,1,2,4
0.0,564,1125,8,4,0.0,0.892,0,1,2,6,0
64.11,491,495,9,3,0.025,1.0,0,1,0,7,4
1.35,67,0,225,162,1.0,1.0,0,0,1,6,0
3.53,102,0,193,446,0.872,0.999,0,0,2,4,3
3.67,29,0,24,11,0.85,0.215,0,0,1,6,3
54.32,591,1078,1,2,0.124,0.835,0,1,1,2,4
2.98,0,0,86,15,0.466,0.177,0,0,1,4,0
0.0,43,5,373,233,0.877,0.969,0,0,1,1,3
0.0,14,834,1,9,0.039,0.866,0,1,2,2,3
30.1,273,734,8,2,0.015,1.0,0,1,1,3,4
22.02,817,586,4,5,0.0,0.836,0,1,1,0,4
72.64,468,866,8,8,0.0,0.887,0,1,1,3,4
0.8,400,1174,4,4,0.016,0.991,0,1,1,1,4
0.0,0,2,462,158,0.795,0.929,0,0,2,7,3
1.37,52,5,254,285,0.916,1.0,0,0,1,0,3
30.11,429,1619,4,8,0.049,0.768,0,1,2,1,4
59.92,850,1557,2,2,0.044,1.0,0,1,1,7,4
67.25,905,1531,4,7,0.034,1.0,0,1,1,3,4
160.38,486,527,3,2,0.0,1.0,0,1,2,7,4
0.0,326,875,1,1,0.0,0.926,0,1,1,4,4
20.92,670,866,7,9,0.0,0.905,0,1,1,2,4
108.07,545,0,5,9,0.0,0.908,0,1,1,4,4
64.35,751,875,2,1,0.029,0.863,0,1,1,0,4
0.0,466,1772,1,6,0.056,0.996,0,1,2,2,2
100.76,783,732,2,1,0.085,1.0,0,1,1,3,4
1.63,33,0,64,14,0.571,0.277,0,0,1,3,0
0.0,344,1975,2,1,0.0,0.891,0,1,1,2,3
23.73,645,1705,7,3,0.0,0.809,0,1,2,4,4
0.0,21,2,88,12,0.684,0.149,0,0,1,5,0
0.0,17,0,54,15,0.555,0.038,0,0,1,6,3
73.68,394,1038,5,8,0.05,1.0,0,1,1,1,4
0.0,798,1803,6,3,0.053,0.981,0,1,1,4,4
92.14,636,1822,5,8,0.047,0.902,0,1,1,4,3
0.0,18,5,440,263,0.952,0.946,0,0,1,6,0
88.64,524,978,5,2,0.0,0.967,0,1,1,3,3
0.0,432,555,4,8,0.065,0.91,0,1,1,4,4
115.45,682,2722,1,4,0.0,0.89,0,1,1,2,4
1.1,42,0,290,474,0.846,0.985,0,0,2,5,3
5.28,0,0,419,381,0.79,1.0,0,0,1,3,3
96.37,797,443,6,9,0.04,0.811,0,1,2,5,3
63.07,917,1429,1,1,0.0,1.0,0,1,1,7,4
0.0,69,0,75,19,0.209,0.097,0,0,1,3,0
61.24,613,134,3,3,0.0,0.878,0,1,1,5,4
124.78,537,869,5,2,0.0,0.847,0,1,1,0,4
35.99,404,951,2,5,0.077,0.96,0,1,1,0,4
44.84,547,566,6,6,0.028,0.768,0,1,1,7,4
19.53,396,978,7,4,0.0,0.905,0,1,2,4,0
77.52,926,1440,6,3,0.0,0.785,0,1,1,5,4
1.74,0,0,350,101,0.985,0.932,0,0,1,6,3
21.38,772,180,2,2,0.0,0.865,0,1,1,4,4
